fixationid,aoi_id,world_timestamp
760,Mid|2,394.486679
761,Mid|2,394.687742
762,Mid|2,394.922315
763,Mid|2,395.123377
764,Mid|2,395.257419
765,Mid|2,395.458481
766,Mid|5,395.659543
767,Mid|2,395.760075
768,Mid|2,395.860606
769,Mid|3,396.061668
769,Left|8,396.095179
770,Mid|3,396.128689
771,Mid|2,396.363262
772,Mid|2,396.463793
773,Mid|2,396.564324
774,Mid|2,396.765387
775,Mid|6,396.999959
776,Mid|6,397.06698
776,Left|3,397.134001
777,Mid|3,397.737188
778,Mid|3,397.90474
779,Mid|3,398.038782
780,Mid|3,398.340375
781,Mid|2,398.340375
782,Mid|3,398.440907
783,Mid|2,398.574948
784,Mid|3,398.641969
785,Mid|3,398.876542
785,Right|1,398.910052
786,Mid|3,399.044094
787,Mid|2,399.178135
788,Mid|3,399.379198
788,Right|2,399.379198
787,Right|2,399.379198
789,Mid|3,399.58026
790,Mid|2,399.814833
791,Mid|2,399.982385
792,Mid|4,400.283979
793,Mid|4,400.350999
794,Mid|4,400.585572
795,Mid|4,400.820145
796,Mid|5,400.920676
797,Mid|5,401.054718
798,Mid|2,401.188759
799,Mid|5,401.423332
800,Mid|5,401.657905
801,Mid|6,401.758436
802,Mid|6,401.959499
803,Mid|6,402.026519
804,Mid|6,402.261092
805,Mid|5,402.562686
806,Mid|5,402.763748
807,Mid|5,402.864279
808,Mid|4,402.964811
809,Mid|4,403.132363
810,Mid|5,403.333425
811,Mid|5,403.534487
812,Mid|5,403.836081
813,Mid|5,403.936612
814,Mid|5,404.070654
815,Mid|5,404.271716
816,Mid|5,404.472779
817,Mid|5,404.707351
818,Mid|5,404.908414
819,Mid|5,405.142987
820,Mid|5,405.44458
821,Mid|5,405.645643
821,Left|2,405.712663
822,Mid|2,405.880215
822,Left|8,406.047767
823,Mid|5,406.081278
824,Mid|5,406.28234
825,Mid|5,406.516913
826,Mid|5,406.751486
827,Mid|5,406.952548
828,Mid|5,407.187121
829,Mid|5,407.421694
830,Mid|5,407.622756
831,Mid|5,407.857329
832,Mid|5,408.058391
833,Mid|5,408.292964
834,Mid|5,408.494027
835,Mid|5,408.594558
836,Mid|5,408.695089
